0	0.892062058	0
0.1	0.891797977	0
0.2	0.891006307	0
0.3	0.88968877	0
0.4	0.88784824	0
0.5	0.885488746	0
0.6	0.88261548	0
0.7	0.879234808	0
0.8	0.875354277	0
0.9	0.870982632	0
1	0.866129829	0
1.1	0.860807056	0
1.2	0.855026749	0
1.3	0.848802618	0
1.4	0.842149671	0
1.5	0.835084243	0
1.6	0.827624024	0
1.7	0.819788094	0
1.8	0.811596956	0
1.9	0.803072577	0
2	0.794238424	0
2.1	0.785119506	0
2.2	0.775742415	0
2.3	0.766135371	0
2.4	0.756328258	0
2.5	0.746352665	0
2.6	0.736241923	0
2.7	0.726031126	0
2.8	0.715757157	0
2.9	0.70545869	0
3	0.695176185	0
3.1	0.68495185	0
3.2	0.674829595	0
3.3	0.664854934	0
3.4	0.655074863	0
3.5	0.645537689	0
3.6	0.636292804	0
3.7	0.627390403	0
3.8	0.618881136	0
3.9	0.610815695	0
4	0.603244329	0
4.1	0.596216283	0
4.2	0.589779188	0
4.3	0.583978385	0
4.4	0.578856213	0
4.5	0.574451288	0
4.6	0.570797779	0
4.7	0.567924725	0
4.8	0.565855426	0
4.9	0.564606916	0
5	0.564189584	0
5.1	0.564328729	0
5.2	0.56474541	0
5.3	0.565437372	0
5.4	0.566400882	0
5.5	0.567630765	0
5.6	0.569120458	0
5.7	0.570862075	0
5.8	0.572846478	0
5.9	0.575063367	0
6	0.577501369	0
6.1	0.580148138	0
6.2	0.582990461	0
6.3	0.58601436	0
6.4	0.589205201	0
6.5	0.592547799	0
6.6	0.596026523	0
6.7	0.599625398	0
6.8	0.603328201	0
6.9	0.607118552	0
7	0.610980005	0
7.1	0.614896126	0
7.2	0.618850569	0
7.3	0.622827148	0
7.4	0.626809897	0
7.5	0.630783131	0
7.6	0.634731493	0
7.7	0.638640008	0
7.8	0.642494116	0
7.9	0.646279715	0
8	0.649983191	0
8.1	0.653591446	0
8.2	0.657091924	0
8.3	0.660472632	0
8.4	0.663722155	0
8.5	0.66682968	0
8.6	0.669785001	0
8.7	0.672578535	0
8.8	0.675201331	0
8.9	0.677645079	0
9	0.679902114	0
9.1	0.681965424	0
9.2	0.683828654	0
9.3	0.68548611	0
9.4	0.686932762	0
9.5	0.688164247	0
9.6	0.689176869	0
9.7	0.689967603	0
9.8	0.690534096	0
9.9	0.690874664	0
10	0.690988299	0
